==========Уровень квеста: Легкий==========
[1.0] сломать Древесина акации | Необходимый прогресс: 64 | Награда: 150 XP | Weight: 0 | ID: 0
[2.10] сломать Глубинный сланец | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 34
[2.11] сломать Гранит | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 35
[2.12] сломать Диорит | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 36
[2.13] сломать Андезит | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 37
[2.14] сломать Песчаник | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 38
[2.15] сломать Песок | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 49
[2.16] сломать Красный песок | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 50
[2.17] сломать Блок травы | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 51
[2.18] сломать Земля | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 52
[2.19] сломать Обсидиан | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 58
[2.20] сломать Незерак | Необходимый прогресс: 640 | Награда: 250 XP | Weight: 0 | ID: 61
[2.21] сломать Незерская золотая руда | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 65
[2.22] сломать Незер-кварцевая руда | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 66
[2.23] сломать Угольная руда | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 71
[2.24] сломать Медная руда | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 72
[2.25] сломать Железная руда | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 78
[2.26] сломать Лазуритовая руда | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 79
[2.27] сломать Редстоуновая руда | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 80
[2.28] сломать Древние обломки | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 85
[2.29] сломать Золотая руда | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 88
[2.30] сломать Изумрудная руда | Необходимый прогресс: 2 | Награда: 250 XP | Weight: 0 | ID: 91
[2.31] сломать Алмазная руда | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 94
[2.32] сломать Листва березы | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 103
[2.33] сломать Листва темного дуба | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 104
[2.34] сломать Листва тропического дерева | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 105
[2.35] сломать Листва мангровых зарослей | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 106
[2.36] сломать Листва дуба | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 107
[2.37] сломать Листва бледного дуба | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 108
[2.38] сломать Хвоя | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 109
[2.39] сломать Листва азалии | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 120
[2.40] сломать Листва вишни | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 121
[2.41] сломать Листья цветущей азалии | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 122
[2.42] сломать Эндерняк | Необходимый прогресс: 256 | Награда: 250 XP | Weight: 0 | ID: 127
[2.43] поставить Саженец сосны | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 135
[2.44] поставить Саженец темного дуба | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 136
[2.45] поставить Саженец акации | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 137
[2.46] поставить Саженец березы | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 138
[2.47] поставить Саженец дуба | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 139
[2.48] поставить Саженец тропического дерева | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 140
[2.49] сломать Гравий | Необходимый прогресс: 128 | Награда: 250 XP | Weight: 0 | ID: 148
[2.50] сломать Светящийся камень | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 151
[2.51] убить Игрока | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 154
[2.52] убить Свинья | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 160
[2.53] убить Овца | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 161
[2.54] убить Курица | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 162
[2.55] убить Корова | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 163
[2.56] убить Зомби | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 176
[2.57] убить Зомбированный пиглин | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 177
[2.58] убить Паук | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 178
[2.59] убить Слизень | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 179
[2.60] убить Скелет | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 180
[2.61] убить Крипер | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 181
[2.62] убить Эндермен | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 182
[2.63] убить Лавовый куб | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 183
[2.64] скрафтить Деревянная кирка | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 197
[2.65] скрафтить Деревянный топор | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 198
[2.66] скрафтить Деревянная мотыга | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 199
[2.67] скрафтить Деревянная лопата | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 200
[2.68] скрафтить Деревянный меч | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 201
[2.69] скрафтить Каменная кирка | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 212
[2.70] скрафтить Каменный топор | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 213
[2.71] скрафтить Каменная мотыга | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 214
[2.72] скрафтить Каменная лопата | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 215
[2.73] скрафтить Каменный меч | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 216
[2.74] скрафтить Железная кирка | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 227
[2.75] скрафтить Железный топор | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 228
[2.76] скрафтить Железная мотыга | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 229
[2.77] скрафтить Железная лопата | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 230
[2.78] скрафтить Железный меч | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 231
[2.79] скрафтить Алмазная кирка | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 242
[2.80] скрафтить Алмазный топор | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 243
[2.81] скрафтить Алмазная мотыга | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 244
[2.82] скрафтить Алмазная лопата | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 245
[2.83] скрафтить Алмазный меч | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 246
[2.84] скрафтить Алмазный шлем | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 256
[2.85] скрафтить Алмазная кираса | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 257
[2.86] скрафтить Алмазные поножи | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 258
[2.87] скрафтить Алмазные ботинки | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 259
[2.88] скрафтить Алмазный блок | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 268
[2.89] скрафтить Золотой блок | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 269
[2.90] скрафтить Железный блок | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 270
[2.91] скрафтить Угольный блок | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 271
[2.92] скрафтить Дверь из темного дуба | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 294
[2.93] скрафтить Дверь из акации | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 295
[2.94] скрафтить Дверь из березы | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 296
[2.95] скрафтить Вишневая дверь | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 297
[2.96] скрафтить Медная дверь | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 298
[2.97] скрафтить Багровая дверь | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 299
[2.98] скрафтить Железная дверь | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 300
[2.99] скрафтить Дверь из тропического дерева | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 301
[2.100] скрафтить Дверь из дуба | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 302
[2.101] скрафтить Люк из темного дуба | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 303
[2.102] скрафтить Люк из акации | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 304
[2.103] скрафтить Люк из березы | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 305
[2.104] скрафтить Вишневый люк | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 306
[2.105] скрафтить Медный люк | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 307
[2.106] скрафтить Багровый люк | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 308
[2.107] скрафтить Железный люк | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 309
[2.108] скрафтить Люк из тропического дерева | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 310
[2.109] скрафтить Люк из дуба | Необходимый прогресс: 18 | Награда: 250 XP | Weight: 0 | ID: 311
[2.110] скрафтить Верстак | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 334
[2.111] скрафтить Печка | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 335
[2.112] скрафтить Плавильная печь | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 336
[2.113] скрафтить Костер | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 337
[2.114] скрафтить Стол зачарований | Необходимый прогресс: 10 | Награда: 250 XP | Weight: 0 | ID: 344
[2.115] скрафтить Эндер-сундук | Необходимый прогресс: 10 | Награда: 250 XP | Weight: 0 | ID: 345
[2.116] скрафтить Палка | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 349
[2.117] скрафтить Сосновое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 361
[2.118] скрафтить Дубовое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 362
[2.119] скрафтить Бревно темного дуба | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 363
[2.120] скрафтить Березовое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 364
[2.121] скрафтить Акациевое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 365
[2.122] скрафтить Сосновое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 366
[2.123] скрафтить Ошкуренное дубовое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 367
[2.124] скрафтить Ошкуренное бревно темного дуба | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 368
[2.125] скрафтить Ошкуренное березовое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 369
[2.126] скрафтить Ошкуренное акациевое бревно | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 370
[2.127] добыть Кремень ломая Гравий | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 382
[2.128] добыть Кремень ломая Гравий при помощи Деревянная лопата | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 390
[2.129] добыть Кремень ломая Гравий при помощи Алмазная лопата | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 391
[2.130] добыть Кремень ломая Гравий при помощи Незеритовая лопата | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 392
[2.131] добыть Кремень ломая Гравий при помощи Золотая лопата | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 393
[2.132] добыть Кремень ломая Гравий при помощи Железная лопата | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 394
[2.133] добыть Кремень ломая Гравий при помощи Каменная лопата | Необходимый прогресс: 8 | Награда: 250 XP | Weight: 0 | ID: 395
[2.134] отыграть на сервере 1 день | Необходимый прогресс: 86400 | Награда: 250 XP | Weight: 0 | ID: 403
[2.135] пробежать 25000 блоков | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 409
[2.136] пробежать 25000 блоков в верхний мир | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 410
[2.137] пробежать 25000 блоков в нижний мир | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 411
[2.138] пробежать 25000 блоков в мир Края | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 412
[2.139] пройти 25000 блоков | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 421
[2.140] пройти 25000 блоков в верхний мир | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 422
[2.141] пройти 25000 блоков в нижний мир | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 423
[2.142] пройти 25000 блоков в мир Края | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 424
[2.143] проплыть 25000 блоков | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 431
[2.144] проплыть 25000 блоков в верхний мир | Необходимый прогресс: 25000 | Награда: 250 XP | Weight: 0 | ID: 432
[2.145] пролететь 100000 блоков в верхний мир | Необходимый прогресс: 100000 | Награда: 250 XP | Weight: 0 | ID: 437
[2.146] пролететь 100000 блоков в мир Края | Необходимый прогресс: 100000 | Награда: 250 XP | Weight: 0 | ID: 438
[2.147] пролететь 50000 блоков в нижний мир | Необходимый прогресс: 50000 | Награда: 250 XP | Weight: 0 | ID: 442
[2.148] пролететь 100000 блоков | Необходимый прогресс: 100000 | Награда: 250 XP | Weight: 0 | ID: 445
[2.149] съесть Плод коруса | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 449
[2.150] использовать Эндер-жемчуг | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 450
[2.151] съесть Золотое яблоко | Необходимый прогресс: 16 | Награда: 250 XP | Weight: 0 | ID: 454
[2.152] съесть Золотая морковь | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 465
[2.153] съесть Картофель | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 466
[2.154] съесть Печеный картофель | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 467
[2.155] съесть Морковь | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 468
[2.156] съесть Стейк | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 469
[2.157] съесть Жареная курятина | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 470
[2.158] съесть Жареная баранина | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 471
[2.159] съесть Тушеные грибы | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 472
[2.160] съесть Жареная свинина | Необходимый прогресс: 24 | Награда: 250 XP | Weight: 0 | ID: 473
[2.161] зачаровать предмет Алмазный шлем на Защита III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 507
[2.162] зачаровать предмет Алмазная кираса на Защита III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 508
[2.163] зачаровать предмет Алмазные поножи на Защита III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 509
[2.164] зачаровать предмет Алмазные ботинки на Защита III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 510
[2.165] зачаровать предмет Алмазный шлем на Огнеупорность III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 511
[2.166] зачаровать предмет Алмазная кираса на Огнеупорность III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 512
[2.167] зачаровать предмет Алмазные поножи на Огнеупорность III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 513
[2.168] зачаровать предмет Алмазные ботинки на Огнеупорность III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 514
[2.169] зачаровать предмет Алмазный шлем на Взрывоустойчивость III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 515
[2.170] зачаровать предмет Алмазная кираса на Взрывоустойчивость III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 516
[2.171] зачаровать предмет Алмазные поножи на Взрывоустойчивость III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 517
[2.172] зачаровать предмет Алмазные ботинки на Взрывоустойчивость III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 518
[2.173] зачаровать предмет Алмазный шлем на Защита от снарядов III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 519
[2.174] зачаровать предмет Алмазная кираса на Защита от снарядов III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 520
[2.175] зачаровать предмет Алмазные поножи на Защита от снарядов III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 521
[2.176] зачаровать предмет Алмазные ботинки на Защита от снарядов III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 522
[2.177] зачаровать предмет Алмазный шлем на Дыхание I | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 523
[2.178] зачаровать предмет Алмазные ботинки на Легкость III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 524
[2.179] зачаровать любой предмет на Неразрушимость I | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 525
[2.180] зачаровать любой предмет на Неразрушимость II | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 526
[2.181] зачаровать любой предмет на Неразрушимость III | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 527
[2.182] зачаровать любой предмет на Неразрушимость | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 528
[2.183] зачаровать любой предмет | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 529
[2.184] зачаровать любой предмет на 3 ур. | Необходимый прогресс: 4 | Награда: 250 XP | Weight: 0 | ID: 530
[2.185] продать Лазурит скупщику | Необходимый прогресс: 640 | Награда: 250 XP | Weight: 0 | ID: 559
[2.186] продать Редстоуновая пыль скупщику | Необходимый прогресс: 640 | Награда: 250 XP | Weight: 0 | ID: 560
[2.187] продать Уголь скупщику | Необходимый прогресс: 640 | Награда: 250 XP | Weight: 0 | ID: 561
[2.188] продать Незер-кварц скупщику | Необходимый прогресс: 640 | Награда: 250 XP | Weight: 0 | ID: 562
[2.189] продать Золотой слиток скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 568
[2.190] продать Алмаз скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 571
[2.191] продать Незеритовый слиток скупщику | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 574
[2.192] продать Незеритовый скрап скупщику | Необходимый прогресс: 12 | Награда: 250 XP | Weight: 0 | ID: 577
[2.193] продать Обсидиан скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 580
[2.194] продать Древние обломки скупщику | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 583
[2.195] продать Белая шерсть скупщику | Необходимый прогресс: 640 | Награда: 250 XP | Weight: 0 | ID: 586
[2.196] продать Сосновое бревно скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 596
[2.197] продать Бревно темного дуба скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 597
[2.198] продать Дубовое бревно скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 598
[2.199] продать Березовое бревно скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 599
[2.200] продать Бревно тропического дерева скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 600
[2.201] продать Акациевое бревно скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 601
[2.202] продать Багровый стебель скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 602
[2.203] продать Искаженный стебель скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 603
[2.204] продать Кактус скупщику | Необходимый прогресс: 960 | Награда: 250 XP | Weight: 0 | ID: 613
[2.205] продать Тыква скупщику | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 616
[2.206] продать Арбуз скупщику | Необходимый прогресс: 320 | Награда: 250 XP | Weight: 0 | ID: 619
[2.207] продать Зелье силы скупщику | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 625
[2.208] продать Зелье ускорения скупщику | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 626
[2.209] продать Зелье огнестойкости скупщику | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 627
[2.210] продать Зелье невидимости скупщику | Необходимый прогресс: 32 | Награда: 250 XP | Weight: 0 | ID: 628
[2.211] продать Паучий глаз скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 644
[2.212] продать Нить скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 645
[2.213] продать Гнилая плоть скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 646
[2.214] продать Кость скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 647
[2.215] продать стрелка скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 648
[2.216] продать Маринованный паучий глаз скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 649
[2.217] продать Светопыль скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 650
[2.218] продать Кожа скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 651
[2.219] продать Эндер-жемчуг скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 652
[2.220] продать Порох скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 653
[2.221] продать Плод коруса скупщику | Необходимый прогресс: 64 | Награда: 250 XP | Weight: 0 | ID: 654
[2.222] продать Незерский нарост скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 675
[2.223] продать Сахарный тростник скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 676
[2.224] продать Свекла скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 677
[2.225] продать Какао-бобы скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 678
[2.226] продать Ломтик арбуза скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 679
[2.227] продать Сладкие ягоды скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 680
[2.228] продать Картофель скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 681
[2.229] продать Морковь скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 682
[2.230] продать Пшеница скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 683
[2.231] продать Жареная баранина скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 696
[2.232] продать Стейк скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 697
[2.233] продать Жареная свинина скупщику | Необходимый прогресс: 192 | Награда: 250 XP | Weight: 0 | ID: 698

==========Уровень квеста: Сложный==========
[3.0] сломать Древесина акации | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 18
[3.1] сломать Древесина березы | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 19
[3.2] сломать Древесина вишни | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 20
[3.3] сломать Древесина дуба | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 21
[3.4] сломать Древесина тропического дерева | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 22
[3.5] сломать Мангровая древесина | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 23
[3.6] сломать Древесина темного дуба | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 24
[3.7] сломать Древесина бледного дуба | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 25
[3.8] сломать Древесина сосны | Необходимый прогресс: 512 | Награда: 500 XP | Weight: 0 | ID: 26
[3.9] сломать Камень | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 39
[3.10] сломать Глубинный сланец | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 40
[3.11] сломать Гранит | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 41
[3.12] сломать Диорит | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 42
[3.13] сломать Андезит | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 43
[3.14] сломать Песчаник | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 44
[3.15] сломать Песок | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 53
[3.16] сломать Красный песок | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 54
[3.17] сломать Блок травы | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 55
[3.18] сломать Земля | Необходимый прогресс: 640 | Награда: 500 XP | Weight: 0 | ID: 56
[3.19] сломать Обсидиан | Необходимый прогресс: 320 | Награда: 500 XP | Weight: 0 | ID: 59
[3.20] сломать Незерак | Необходимый прогресс: 960 | Награда: 500 XP | Weight: 0 | ID: 62
